280;1601;001010;y
281;1602;001010;y
282;1603;001111;n
283;1604;001110;n
284;1605;001010;y
285;1606;001111;n
286;1607;001011;n
287;1612;000000;n
288;1613;000101;y
289;1614;000100;y
290;1615;000000;n
291;1616;000101;y
292;1617;000001;y
293;1623;000101;y
294;1624;000100;y
295;1625;000000;n
296;1626;000101;y
297;1627;000001;y
298;1634;001110;n
299;1635;001010;y
300;1636;001111;n
301;1637;001011;n
302;1645;001000;y
303;1646;001101;n
304;1647;001001;n
305;1656;000101;y
306;1657;000001;y
307;1667;001011;n
308;2301;101010;n
309;2302;101111;n
310;2303;101010;n
311;2304;101111;n
312;2305;101110;n
313;2306;101011;y
314;2307;101010;n
315;2312;100101;n
316;2313;100000;n
317;2314;100101;n
318;2315;100100;n
319;2316;100001;y
320;2317;100000;n
321;2323;101010;n
322;2324;101111;n
323;2325;101110;n
324;2326;101011;y
325;2327;101010;n
326;2334;100101;n
327;2335;100100;n
328;2336;100001;y
329;2337;100000;n
330;2345;101110;n
331;2346;101011;y
332;2347;101010;n
333;2356;101001;y
334;2357;101000;n
335;2367;100010;y
336;2501;111010;n
337;2502;111111;n
338;2503;111010;y
339;2504;111111;n
340;2505;111110;y
341;2506;111011;y
342;2507;111010;y
343;2512;110101;y
344;2513;110000;n
345;2514;110101;y
346;2515;110100;n
347;2516;110001;n
348;2517;110000;n
349;2523;111010;y
350;2524;111111;n
351;2525;111110;y
352;2526;111011;y
353;2527;111010;y
354;2534;110101;y
355;2535;110100;n
356;2536;110001;n
357;2537;110000;n
358;2545;111110;y
359;2546;111011;y
360;2547;111010;y
361;2556;111001;n
362;2557;111000;n
363;2567;110010;n
364;2601;101010;n
365;2602;101110;n
366;2603;101011;y
367;2604;101110;n
368;2605;101110;n
369;2606;101011;y
370;2607;101011;y
371;2612;100100;n
372;2613;100001;y
373;2614;100100;n
374;2615;100100;n
375;2616;100001;y
376;2617;100001;y
377;2623;101001;y
378;2624;101100;n
379;2625;101100;n
380;2626;101001;y
381;2627;101001;y
382;2634;100110;y
383;2635;100110;y
384;2636;100011;n
385;2637;100011;n
386;2645;101100;n
387;2646;101001;y
388;2647;101001;y
389;2656;101001;y
390;2657;101001;y
391;2667;100011;n
392;2701;101010;n
393;2702;101110;n
394;2703;101011;y
395;2704;101111;n
396;2705;101110;n
397;2706;101011;y
398;2707;101010;n
399;2712;100100;n
400;2713;100001;y
401;2714;100101;n
402;2715;100100;n
403;2716;100001;y
404;2717;100000;n
405;2723;101001;y
406;2724;101101;n
407;2725;101100;n
408;2726;101001;y
409;2727;101000;n
410;2734;100111;y
411;2735;100110;y
412;2736;100011;n
413;2737;100010;y
414;2745;101110;n
415;2746;101011;y
416;2747;101010;n
417;2756;101001;y
418;2757;101000;n
419;2767;100010;y
420;3401;001010;y
421;3402;001111;n
422;3403;001010;y
423;3404;001111;n
424;3405;001011;n
425;3406;001110;n
426;3407;001010;y
427;3412;000101;y
428;3413;000000;n
429;3414;000101;y
430;3415;000001;y
431;3416;000100;y
432;3417;000000;n
433;3423;001010;y
434;3424;001111;n
435;3425;001011;n
436;3426;001110;n
437;3427;001010;y
438;3434;000101;y
439;3435;000001;y
440;3436;000100;y
441;3437;000000;n
442;3445;001011;n
443;3446;001110;n
444;3447;001010;y
445;3456;000110;n
446;3457;000010;y
447;3467;001000;y
448;3601;101010;n
449;3602;101110;n
450;3603;101011;y
451;3604;101110;n
452;3605;101010;n
453;3606;101111;n
454;3607;101011;y
455;3612;100100;n
456;3613;100001;y
457;3614;100100;n
458;3615;100000;n
459;3616;100101;n
460;3617;100001;y
461;3623;101001;y
462;3624;101100;n
463;3625;101000;n
464;3626;101101;n
465;3627;101001;y
466;3634;100110;y
467;3635;100010;y
468;3636;100111;y
469;3637;100011;n
470;3645;101000;n
471;3646;101101;n
472;3647;101001;y
473;3656;100101;n
474;3657;100001;y
475;3667;101011;y
476;3701;101010;n
477;3702;101110;n
478;3703;101011;y
479;3704;101111;n
480;3705;101010;n
481;3706;101111;n
482;3707;101010;n
483;3712;100100;n
484;3713;100001;y
485;3714;100101;n
486;3715;100000;n
487;3716;100101;n
488;3717;100000;n
489;3723;101001;y
490;3724;101101;n
491;3725;101000;n
492;3726;101101;n
493;3727;101000;n
494;3734;100111;y
495;3735;100010;y
496;3736;100111;y
497;3737;100010;y
498;3745;101010;n
499;3746;101111;n
500;3747;101010;n
501;3756;100101;n
502;3757;100000;n
503;3767;101010;n
504;4501;011010;n
505;4502;011111;n
506;4503;011010;n
507;4504;011111;n
508;4505;011110;y
509;4506;011011;n
510;4507;011010;n
511;4512;010101;n
512;4513;010000;n
513;4514;010101;n
514;4515;010100;y
515;4516;010001;n
516;4517;010000;n
517;4523;011010;n
518;4524;011111;n
519;4525;011110;y
520;4526;011011;n
521;4527;011010;n
522;4534;010101;n
523;4535;010100;y
524;4536;010001;n
525;4537;010000;n
526;4545;011110;y
527;4546;011011;n
528;4547;011010;n
529;4556;011001;y
530;4557;011000;y
531;4567;010010;y
532;4601;001010;y
533;4602;001110;n
534;4603;001011;n
535;4604;001110;n
536;4605;001110;n
537;4606;001011;n
538;4607;001011;n
539;4612;000100;y
540;4613;000001;y
541;4614;000100;y
542;4615;000100;y
543;4616;000001;y
544;4617;000001;y
545;4623;001001;n
546;4624;001100;n
547;4625;001100;n
548;4626;001001;n
549;4627;001001;n
550;4634;000110;n
551;4635;000110;n
552;4636;000011;n
553;4637;000011;n
554;4645;001100;n
555;4646;001001;n
556;4647;001001;n
557;4656;001001;n
558;4657;001001;n
559;4667;000011;n
560;4701;001010;y
561;4702;001110;n
562;4703;001011;n
563;4704;001111;n
564;4705;001110;n
565;4706;001011;n
566;4707;001010;y
567;4712;000100;y
568;4713;000001;y
569;4714;000101;y
570;4715;000100;y
571;4716;000001;y
572;4717;000000;n
573;4723;001001;n
574;4724;001101;n
575;4725;001100;n
576;4726;001001;n
577;4727;001000;y
578;4734;000111;n
579;4735;000110;n
580;4736;000011;n
581;4737;000010;y
582;4745;001110;n
583;4746;001011;n
584;4747;001010;y
585;4756;001001;n
586;4757;001000;y
587;4767;000010;y
588;5601;001010;y
589;5602;001110;n
590;5603;001011;n
591;5604;001110;n
592;5605;001010;y
593;5606;001111;n
594;5607;001011;n
595;5612;000100;y
596;5613;000001;y
597;5614;000100;y
598;5615;000000;n
599;5616;000101;y
600;5617;000001;y
601;5623;001001;n
602;5624;001100;n
603;5625;001000;y
604;5626;001101;n
605;5627;001001;n
606;5634;000110;n
607;5635;000010;y
608;5636;000111;n
609;5637;000011;n
610;5645;001000;y
611;5646;001101;n
612;5647;001001;n
613;5656;000101;y
614;5657;000001;y
615;5667;001011;n
616;5701;001010;y
617;5702;001110;n
618;5703;001011;n
619;5704;001111;n
620;5705;001010;y
621;5706;001111;n
622;5707;001010;y
623;5712;000100;y
624;5713;000001;y
625;5714;000101;y
626;5715;000000;n
627;5716;000101;y
628;5717;000000;n
629;5723;001001;n
630;5724;001101;n
631;5725;001000;y
632;5726;001101;n
633;5727;001000;y
634;5734;000111;n
635;5735;000010;y
636;5736;000111;n
637;5737;000010;y
638;5745;001010;y
639;5746;001111;n
640;5747;001010;y
641;5756;000101;y
642;5757;000000;n
643;5767;001010;y
644;6701;011010;n
645;6702;011010;n
646;6703;011111;n
647;6704;011011;n
648;6705;011010;n
649;6706;011111;n
650;6707;011110;y
651;6712;010000;n
652;6713;010101;n
653;6714;010001;n
654;6715;010000;n
655;6716;010101;n
656;6717;010100;y
657;6723;010101;n
658;6724;010001;n
659;6725;010000;n
660;6726;010101;n
661;6727;010100;y
662;6734;011011;n
663;6735;011010;n
664;6736;011111;n
665;6737;011110;y
666;6745;010010;n
667;6746;010111;n
668;6747;010110;y
669;6756;010101;n
670;6757;010100;y
671;6767;011110;y
